universe,event_date,categories,event_records,event_incidents,control_days,control_mean_incidents,paired_difference
CCC-recorded NYC political crowd days,2019-05-15,Political crowd day,1,1,3,2.3333333333333335,-1.3333333333333335
CCC-recorded NYC political crowd days,2019-05-17,Political crowd day,1,2,4,1.75,0.25
CCC-recorded NYC political crowd days,2019-05-19,Political crowd day,1,3,6,1.8333333333333333,1.1666666666666667
CCC-recorded NYC political crowd days,2019-05-20,Political crowd day,1,2,5,2.8,-0.7999999999999998
CCC-recorded NYC political crowd days,2019-05-21,Political crowd day,1,1,6,1.8333333333333333,-0.8333333333333333
CCC-recorded NYC political crowd days,2019-05-24,Political crowd day,1,4,4,1.5,2.5
CCC-recorded NYC political crowd days,2019-05-28,Political crowd day,1,5,6,2.1666666666666665,2.8333333333333335
CCC-recorded NYC political crowd days,2019-05-29,Political crowd day,1,1,3,2.0,-1.0
CCC-recorded NYC political crowd days,2019-05-31,Political crowd day,1,1,3,2.0,-1.0
CCC-recorded NYC political crowd days,2019-06-01,Political crowd day,1,7,3,3.6666666666666665,3.3333333333333335
CCC-recorded NYC political crowd days,2019-06-02,Political crowd day,1,2,4,2.5,-0.5
CCC-recorded NYC political crowd days,2019-06-06,Political crowd day,1,2,4,3.0,-1.0
CCC-recorded NYC political crowd days,2019-06-08,Political crowd day,1,4,4,3.25,0.75
CCC-recorded NYC political crowd days,2019-06-10,Political crowd day,1,2,3,3.6666666666666665,-1.6666666666666665
CCC-recorded NYC political crowd days,2019-06-11,Political crowd day,1,1,4,2.75,-1.75
CCC-recorded NYC political crowd days,2019-06-12,Political crowd day,1,5,4,1.75,3.25
CCC-recorded NYC political crowd days,2019-06-13,Political crowd day,1,2,4,3.0,-1.0
CCC-recorded NYC political crowd days,2019-06-14,Political crowd day,1,2,3,6.0,-4.0
CCC-recorded NYC political crowd days,2019-06-15,Political crowd day,1,2,5,3.6,-1.6
CCC-recorded NYC political crowd days,2019-06-22,Political crowd day,1,2,4,3.25,-1.25
CCC-recorded NYC political crowd days,2019-06-23,Political crowd day,1,6,6,3.8333333333333335,2.1666666666666665
CCC-recorded NYC political crowd days,2019-06-24,Political crowd day,1,3,3,3.6666666666666665,-0.6666666666666665
CCC-recorded NYC political crowd days,2019-06-26,Political crowd day,1,2,4,1.75,0.25
CCC-recorded NYC political crowd days,2019-06-27,Political crowd day,1,3,3,2.3333333333333335,0.6666666666666665
CCC-recorded NYC political crowd days,2019-06-28,Political crowd day,1,5,5,4.6,0.40000000000000036
CCC-recorded NYC political crowd days,2019-06-30,Political crowd day,1,4,6,4.166666666666667,-0.16666666666666696
CCC-recorded NYC political crowd days,2019-07-01,Political crowd day,1,2,3,3.0,-1.0
CCC-recorded NYC political crowd days,2019-07-02,Political crowd day,1,1,6,2.5,-1.5
CCC-recorded NYC political crowd days,2019-07-03,Political crowd day,1,1,4,1.75,-0.75
CCC-recorded NYC political crowd days,2019-07-04,Political crowd day,1,3,3,1.6666666666666667,1.3333333333333333
CCC-recorded NYC political crowd days,2019-07-08,Political crowd day,1,2,2,3.5,-1.5
CCC-recorded NYC political crowd days,2019-07-09,Political crowd day,1,1,6,2.3333333333333335,-1.3333333333333335
CCC-recorded NYC political crowd days,2019-07-11,Political crowd day,1,1,3,1.6666666666666667,-0.6666666666666667
CCC-recorded NYC political crowd days,2019-07-12,Political crowd day,1,3,6,3.0,0.0
CCC-recorded NYC political crowd days,2019-07-15,Political crowd day,1,3,3,3.3333333333333335,-0.3333333333333335
CCC-recorded NYC political crowd days,2019-07-18,Political crowd day,1,0,4,1.75,-1.75
CCC-recorded NYC political crowd days,2019-07-20,Political crowd day,1,1,7,3.4285714285714284,-2.4285714285714284
CCC-recorded NYC political crowd days,2019-07-22,Political crowd day,1,1,3,2.6666666666666665,-1.6666666666666665
CCC-recorded NYC political crowd days,2019-07-24,Political crowd day,1,5,3,1.6666666666666667,3.333333333333333
CCC-recorded NYC political crowd days,2019-07-31,Political crowd day,1,1,4,1.75,-0.75
CCC-recorded NYC political crowd days,2019-08-05,Political crowd day,1,4,5,4.0,0.0
CCC-recorded NYC political crowd days,2019-08-07,Political crowd day,1,0,4,1.75,-1.75
CCC-recorded NYC political crowd days,2019-08-08,Political crowd day,1,2,6,1.5,0.5
CCC-recorded NYC political crowd days,2019-08-11,Political crowd day,1,7,8,3.875,3.125
CCC-recorded NYC political crowd days,2019-08-21,Political crowd day,1,3,4,2.25,0.75
CCC-recorded NYC political crowd days,2019-09-04,Political crowd day,1,3,6,2.1666666666666665,0.8333333333333335
CCC-recorded NYC political crowd days,2019-09-09,Political crowd day,1,0,6,3.6666666666666665,-3.6666666666666665
CCC-recorded NYC political crowd days,2019-09-13,Political crowd day,1,2,6,3.3333333333333335,-1.3333333333333335
CCC-recorded NYC political crowd days,2019-09-16,Political crowd day,1,2,5,3.8,-1.7999999999999998
CCC-recorded NYC political crowd days,2019-09-20,Political crowd day,1,0,6,2.8333333333333335,-2.8333333333333335
CCC-recorded NYC political crowd days,2019-09-26,Political crowd day,1,3,7,1.8571428571428572,1.1428571428571428
CCC-recorded NYC political crowd days,2019-09-27,Political crowd day,1,4,6,2.8333333333333335,1.1666666666666665
CCC-recorded NYC political crowd days,2019-10-05,Political crowd day,1,4,6,2.3333333333333335,1.6666666666666665
CCC-recorded NYC political crowd days,2019-10-07,Political crowd day,1,2,3,2.3333333333333335,-0.3333333333333335
CCC-recorded NYC political crowd days,2019-10-10,Political crowd day,1,1,5,2.2,-1.2000000000000002
CCC-recorded NYC political crowd days,2019-10-14,Political crowd day,1,0,3,2.3333333333333335,-2.3333333333333335
CCC-recorded NYC political crowd days,2019-10-15,Political crowd day,1,1,7,1.8571428571428572,-0.8571428571428572
CCC-recorded NYC political crowd days,2019-10-19,Political crowd day,1,1,5,2.2,-1.2000000000000002
CCC-recorded NYC political crowd days,2019-10-23,Political crowd day,1,2,6,2.0,0.0
CCC-recorded NYC political crowd days,2019-10-28,Political crowd day,1,4,3,0.6666666666666666,3.3333333333333335
CCC-recorded NYC political crowd days,2019-10-30,Political crowd day,1,1,6,2.6666666666666665,-1.6666666666666665
CCC-recorded NYC political crowd days,2019-10-31,Political crowd day,1,3,5,2.6,0.3999999999999999
CCC-recorded NYC political crowd days,2019-11-01,Political crowd day,1,1,4,2.0,-1.0
CCC-recorded NYC political crowd days,2019-11-02,Political crowd day,1,5,4,2.25,2.75
CCC-recorded NYC political crowd days,2019-11-04,Political crowd day,1,2,2,0.5,1.5
CCC-recorded NYC political crowd days,2019-11-07,Political crowd day,1,0,4,2.25,-2.25
CCC-recorded NYC political crowd days,2019-11-08,Political crowd day,1,0,3,2.0,-2.0
CCC-recorded NYC political crowd days,2019-11-11,Political crowd day,1,0,2,0.5,-0.5
CCC-recorded NYC political crowd days,2019-11-12,Political crowd day,1,1,4,1.5,-0.5
CCC-recorded NYC political crowd days,2019-11-13,Political crowd day,1,2,5,2.6,-0.6000000000000001
CCC-recorded NYC political crowd days,2019-11-15,Political crowd day,1,2,3,1.3333333333333333,0.6666666666666667
CCC-recorded NYC political crowd days,2019-11-16,Political crowd day,1,1,4,2.0,-1.0
CCC-recorded NYC political crowd days,2019-11-21,Political crowd day,1,2,5,2.2,-0.20000000000000018
CCC-recorded NYC political crowd days,2019-11-22,Political crowd day,1,0,3,1.3333333333333333,-1.3333333333333333
CCC-recorded NYC political crowd days,2019-11-25,Political crowd day,1,1,2,2.0,-1.0
CCC-recorded NYC political crowd days,2019-11-26,Political crowd day,1,1,4,1.5,-0.5
CCC-recorded NYC political crowd days,2019-11-29,Political crowd day,1,2,3,1.3333333333333333,0.6666666666666667
CCC-recorded NYC political crowd days,2019-11-30,Political crowd day,1,1,5,2.0,-1.0
CCC-recorded NYC political crowd days,2019-12-02,Political crowd day,1,2,3,2.0,0.0
CCC-recorded NYC political crowd days,2019-12-03,Political crowd day,1,2,3,1.3333333333333333,0.6666666666666667
CCC-recorded NYC political crowd days,2019-12-05,Political crowd day,1,1,5,1.8,-0.8
CCC-recorded NYC political crowd days,2019-12-06,Political crowd day,1,3,3,1.3333333333333333,1.6666666666666667
CCC-recorded NYC political crowd days,2019-12-08,Political crowd day,1,1,5,2.4,-1.4
CCC-recorded NYC political crowd days,2019-12-09,Political crowd day,1,0,3,2.0,-2.0
CCC-recorded NYC political crowd days,2019-12-10,Political crowd day,1,3,2,1.0,2.0
CCC-recorded NYC political crowd days,2019-12-11,Political crowd day,1,1,4,3.25,-2.25
CCC-recorded NYC political crowd days,2019-12-14,Political crowd day,1,1,4,2.5,-1.5
CCC-recorded NYC political crowd days,2019-12-15,Political crowd day,1,2,4,1.75,0.25
CCC-recorded NYC political crowd days,2019-12-16,Political crowd day,1,2,3,2.0,0.0
CCC-recorded NYC political crowd days,2019-12-17,Political crowd day,1,0,2,1.0,-1.0
CCC-recorded NYC political crowd days,2019-12-18,Political crowd day,1,2,4,3.25,-1.25
CCC-recorded NYC political crowd days,2019-12-29,Political crowd day,1,1,2,2.0,-1.0
CCC-recorded NYC political crowd days,2019-12-31,Political crowd day,1,2,1,1.0,1.0
CCC-recorded NYC political crowd days,2020-01-04,Political crowd day,1,3,2,3.0,0.0
CCC-recorded NYC political crowd days,2020-01-05,Political crowd day,1,3,2,1.5,1.5
CCC-recorded NYC political crowd days,2020-01-06,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2020-01-09,Political crowd day,1,2,2,3.0,-1.0
CCC-recorded NYC political crowd days,2020-01-11,Political crowd day,1,5,2,3.0,2.0
CCC-recorded NYC political crowd days,2020-01-12,Political crowd day,1,3,3,2.0,1.0
CCC-recorded NYC political crowd days,2020-01-13,Political crowd day,1,3,2,1.0,2.0
CCC-recorded NYC political crowd days,2020-01-15,Political crowd day,1,2,5,1.6,0.3999999999999999
CCC-recorded NYC political crowd days,2020-01-16,Political crowd day,1,2,3,2.3333333333333335,-0.3333333333333335
CCC-recorded NYC political crowd days,2020-01-18,Political crowd day,1,3,2,3.0,0.0
CCC-recorded NYC political crowd days,2020-01-20,Political crowd day,1,2,3,1.3333333333333333,0.6666666666666667
CCC-recorded NYC political crowd days,2020-01-22,Political crowd day,1,1,6,1.6666666666666667,-0.6666666666666667
CCC-recorded NYC political crowd days,2020-01-23,Political crowd day,1,3,3,2.3333333333333335,0.6666666666666665
CCC-recorded NYC political crowd days,2020-01-24,Political crowd day,1,1,4,1.5,-0.5
CCC-recorded NYC political crowd days,2020-01-26,Political crowd day,1,3,5,1.6,1.4
CCC-recorded NYC political crowd days,2020-01-27,Political crowd day,1,1,4,1.5,-0.5
CCC-recorded NYC political crowd days,2020-01-31,Political crowd day,1,0,4,1.5,-1.5
CCC-recorded NYC political crowd days,2020-02-06,Political crowd day,1,0,3,1.3333333333333333,-1.3333333333333333
CCC-recorded NYC political crowd days,2020-02-07,Political crowd day,1,1,3,1.6666666666666667,-0.6666666666666667
CCC-recorded NYC political crowd days,2020-02-08,Political crowd day,1,5,3,2.3333333333333335,2.6666666666666665
CCC-recorded NYC political crowd days,2020-02-11,Political crowd day,1,1,7,1.8571428571428572,-0.8571428571428572
CCC-recorded NYC political crowd days,2020-02-14,Political crowd day,1,2,3,2.0,0.0
CCC-recorded NYC political crowd days,2020-02-15,Political crowd day,1,0,4,3.0,-3.0
CCC-recorded NYC political crowd days,2020-02-18,Political crowd day,1,3,7,1.7142857142857142,1.2857142857142858
CCC-recorded NYC political crowd days,2020-02-20,Political crowd day,1,0,5,1.2,-1.2
CCC-recorded NYC political crowd days,2020-02-22,Political crowd day,1,1,4,3.0,-2.0
CCC-recorded NYC political crowd days,2020-02-28,Political crowd day,1,1,3,3.0,-2.0
CCC-recorded NYC political crowd days,2020-03-01,Political crowd day,1,1,7,2.2857142857142856,-1.2857142857142856
CCC-recorded NYC political crowd days,2020-03-04,Political crowd day,1,2,8,1.25,0.75
CCC-recorded NYC political crowd days,2020-03-05,Political crowd day,1,2,6,1.3333333333333333,0.6666666666666667
CCC-recorded NYC political crowd days,2020-03-06,Political crowd day,1,1,4,2.25,-1.25
CCC-recorded NYC political crowd days,2020-03-07,Political crowd day,1,2,2,3.0,-1.0
CCC-recorded NYC political crowd days,2020-03-09,Political crowd day,1,4,6,1.1666666666666667,2.833333333333333
CCC-recorded NYC political crowd days,2020-03-20,Political crowd day,1,4,5,2.4,1.6
CCC-recorded NYC political crowd days,2020-03-21,Political crowd day,1,5,4,3.0,2.0
CCC-recorded NYC political crowd days,2020-03-22,Political crowd day,1,1,7,2.0,-1.0
CCC-recorded NYC political crowd days,2020-03-28,Political crowd day,1,1,5,3.0,-2.0
CCC-recorded NYC political crowd days,2020-03-30,Political crowd day,1,1,6,1.6666666666666667,-0.6666666666666667
CCC-recorded NYC political crowd days,2020-04-04,Political crowd day,1,1,5,3.4,-2.4
CCC-recorded NYC political crowd days,2020-04-06,Political crowd day,1,5,6,1.8333333333333333,3.166666666666667
CCC-recorded NYC political crowd days,2020-04-14,Political crowd day,1,2,8,1.0,1.0
CCC-recorded NYC political crowd days,2020-04-16,Political crowd day,1,1,6,1.5,-0.5
CCC-recorded NYC political crowd days,2020-04-17,Political crowd day,1,1,5,1.6,-0.6000000000000001
CCC-recorded NYC political crowd days,2020-04-23,Political crowd day,1,0,5,1.6,-1.6
CCC-recorded NYC political crowd days,2020-05-01,Political crowd day,1,1,5,1.8,-0.8
CCC-recorded NYC political crowd days,2020-05-03,Political crowd day,1,5,6,2.3333333333333335,2.6666666666666665
CCC-recorded NYC political crowd days,2020-05-07,Political crowd day,1,3,3,2.0,1.0
CCC-recorded NYC political crowd days,2020-05-15,Political crowd day,1,7,3,2.0,5.0
CCC-recorded NYC political crowd days,2020-05-16,Political crowd day,1,7,5,2.2,4.8
CCC-recorded NYC political crowd days,2020-05-19,Political crowd day,1,4,5,2.0,2.0
CCC-recorded NYC political crowd days,2020-05-21,Political crowd day,1,4,2,2.5,1.5
CCC-recorded NYC political crowd days,2020-05-24,Political crowd day,1,4,3,3.3333333333333335,0.6666666666666665
CCC-recorded NYC political crowd days,2020-05-25,Political crowd day,1,3,4,2.0,1.0
CCC-recorded NYC political crowd days,2020-05-27,Political crowd day,1,0,4,2.75,-2.75
CCC-recorded NYC political crowd days,2020-05-28,Political crowd day,1,1,2,2.5,-1.5
CCC-recorded NYC political crowd days,2020-05-29,Political crowd day,1,3,2,2.5,0.5
CCC-recorded NYC political crowd days,2020-05-30,Political crowd day,1,7,3,2.3333333333333335,4.666666666666666
CCC-recorded NYC political crowd days,2020-05-31,Political crowd day,1,5,2,4.5,0.5
CCC-recorded NYC political crowd days,2020-06-01,Political crowd day,1,9,3,1.6666666666666667,7.333333333333333
CCC-recorded NYC political crowd days,2020-06-02,Political crowd day,1,8,3,3.3333333333333335,4.666666666666666
CCC-recorded NYC political crowd days,2020-06-03,Political crowd day,1,4,3,2.6666666666666665,1.3333333333333335
CCC-recorded NYC political crowd days,2020-06-04,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2020-06-05,Political crowd day,1,6,2,2.5,3.5
CCC-recorded NYC political crowd days,2020-06-06,Political crowd day,1,6,2,2.0,4.0
CCC-recorded NYC political crowd days,2020-06-07,Political crowd day,1,4,2,4.5,-0.5
CCC-recorded NYC political crowd days,2020-06-08,Political crowd day,1,5,2,2.0,3.0
CCC-recorded NYC political crowd days,2020-06-09,Political crowd day,1,3,2,3.5,-0.5
CCC-recorded NYC political crowd days,2020-06-10,Political crowd day,1,2,2,3.5,-1.5
CCC-recorded NYC political crowd days,2020-06-11,Political crowd day,1,3,1,2.0,1.0
CCC-recorded NYC political crowd days,2020-06-12,Political crowd day,1,5,1,4.0,1.0
CCC-recorded NYC political crowd days,2020-06-13,Political crowd day,1,6,1,3.0,3.0
CCC-recorded NYC political crowd days,2020-06-14,Political crowd day,1,9,1,6.0,3.0
CCC-recorded NYC political crowd days,2020-06-15,Political crowd day,1,7,1,1.0,6.0
CCC-recorded NYC political crowd days,2020-06-16,Political crowd day,1,4,1,5.0,-1.0
CCC-recorded NYC political crowd days,2020-06-17,Political crowd day,1,8,1,3.0,5.0
CCC-recorded NYC political crowd days,2020-06-19,Political crowd day,1,8,1,4.0,4.0
CCC-recorded NYC political crowd days,2020-06-20,Political crowd day,1,15,1,3.0,12.0
CCC-recorded NYC political crowd days,2020-06-23,Political crowd day,1,10,1,5.0,5.0
CCC-recorded NYC political crowd days,2023-05-01,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2023-05-08,Political crowd day,1,1,1,2.0,-1.0
CCC-recorded NYC political crowd days,2023-05-15,Political crowd day,1,5,1,2.0,3.0
CCC-recorded NYC political crowd days,2023-05-22,Political crowd day,1,3,1,2.0,1.0
CCC-recorded NYC political crowd days,2023-06-05,Political crowd day,1,0,1,2.0,-2.0
CCC-recorded NYC political crowd days,2023-06-12,Political crowd day,1,1,1,2.0,-1.0
CCC-recorded NYC political crowd days,2023-06-19,Political crowd day,1,10,1,2.0,8.0
CCC-recorded NYC political crowd days,2023-06-26,Political crowd day,1,3,1,2.0,1.0
CCC-recorded NYC political crowd days,2023-07-10,Political crowd day,1,3,1,1.0,2.0
CCC-recorded NYC political crowd days,2023-07-17,Political crowd day,1,3,1,1.0,2.0
CCC-recorded NYC political crowd days,2023-07-24,Political crowd day,1,4,2,2.5,1.5
CCC-recorded NYC political crowd days,2023-07-31,Political crowd day,1,5,2,2.5,2.5
CCC-recorded NYC political crowd days,2023-08-14,Political crowd day,1,3,2,2.5,0.5
CCC-recorded NYC political crowd days,2023-08-28,Political crowd day,1,1,3,3.0,-2.0
CCC-recorded NYC political crowd days,2023-09-04,Political crowd day,1,9,3,3.0,6.0
CCC-recorded NYC political crowd days,2023-09-11,Political crowd day,1,0,2,4.0,-4.0
CCC-recorded NYC political crowd days,2023-09-18,Political crowd day,1,3,2,4.0,-1.0
CCC-recorded NYC political crowd days,2023-10-02,Political crowd day,1,5,2,3.0,2.0
CCC-recorded NYC political crowd days,2023-10-09,Political crowd day,1,3,2,3.0,0.0
CCC-recorded NYC political crowd days,2023-10-16,Political crowd day,1,2,2,3.0,-1.0
CCC-recorded NYC political crowd days,2023-10-23,Political crowd day,1,2,2,3.0,-1.0
CCC-recorded NYC political crowd days,2023-11-06,Political crowd day,1,0,1,2.0,-2.0
CCC-recorded NYC political crowd days,2023-11-13,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2023-11-20,Political crowd day,1,3,1,2.0,1.0
CCC-recorded NYC political crowd days,2023-11-27,Political crowd day,1,0,1,2.0,-2.0
CCC-recorded NYC political crowd days,2025-01-18,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-01-25,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-02-01,Political crowd day,1,3,1,1.0,2.0
CCC-recorded NYC political crowd days,2025-02-08,Political crowd day,1,2,1,1.0,1.0
CCC-recorded NYC political crowd days,2025-02-22,Political crowd day,1,2,1,1.0,1.0
CCC-recorded NYC political crowd days,2025-03-01,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-03-08,Political crowd day,1,1,1,1.0,0.0
CCC-recorded NYC political crowd days,2025-03-15,Political crowd day,1,0,1,1.0,-1.0
CCC-recorded NYC political crowd days,2025-11-29,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2025-11-30,Political crowd day,1,4,1,0.0,4.0
CCC-recorded NYC political crowd days,2025-12-06,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2025-12-07,Political crowd day,1,2,1,0.0,2.0
CCC-recorded NYC political crowd days,2025-12-13,Political crowd day,1,2,1,2.0,0.0
CCC-recorded NYC political crowd days,2025-12-14,Political crowd day,1,2,1,0.0,2.0
CCC-recorded NYC political crowd days,2025-12-20,Political crowd day,1,1,1,2.0,-1.0
CCC-recorded NYC political crowd days,2025-12-21,Political crowd day,1,2,1,0.0,2.0
